Label,wrist,thumb cmc,thumb mcp,thumb ip,thumb tip,index finger mcp,index finger pip,index finger dip,index finger tip,middle finger mcp,middle finger pip,middle finger dip,middle finger tip,ring finger mcp,ring finger pip,ring finger dip,ring finger tip,pinky mcp,pinky pip,pinky dip,pinky tip
0,"[-0.08800140768289566, 0.01878432370722294, 0.019534165039658546]","[-0.0654822587966919, 0.010964833199977875, -0.005229036323726177]","[-0.03053322248160839, 0.019768310710787773, -0.0021770077291876078]","[0.003592175431549549, 0.02546980232000351, -0.007677833549678326]","[0.02679429203271866, 0.025532424449920654, -0.005244159139692783]","[0.004795839078724384, -0.014523060992360115, -0.00912356749176979]","[0.03448442369699478, -0.022283591330051422, -0.017890002578496933]","[0.05788308009505272, -0.02194613590836525, -0.018057089298963547]","[0.08216530084609985, -0.024804355576634407, -0.03152972832322121]","[0.003486368805170059, -0.006013612728565931, 0.002762751653790474]","[0.016329921782016754, 0.014097505249083042, -0.009683303534984589]","[-0.001756979851052165, 0.02029622532427311, -0.005244993604719639]","[-0.015423267148435116, 0.013888807035982609, 0.012677574530243874]","[-0.0016892831772565842, 0.008164884522557259, 0.0064088813960552216]","[0.00600862130522728, 0.027012178674340248, -0.0003755065845325589]","[-0.014428092166781425, 0.033496659249067307, 0.0027505471371114254]","[-0.02892364375293255, 0.02636399306356907, 0.01563570275902748]","[-0.01603281870484352, 0.019038058817386627, 0.014187943190336227]","[-0.007169691380113363, 0.02836591936647892, 0.004002888221293688]","[-0.01924617774784565, 0.03474292531609535, 0.0012074874248355627]","[-0.028020616620779037, 0.030571026727557182, 0.0040239994414150715]"
0,"[-0.02876933291554451, 0.08384861052036285, -0.0156662929803133]","[-0.035461995750665665, 0.045106228440999985, -0.02398420125246048]","[-0.020938001573085785, 0.014825891703367233, -0.027814188972115517]","[0.0033691865392029285, -0.009240228682756424, -0.02782001718878746]","[0.025821611285209656, -0.022206932306289673, -0.019046725705266]","[-0.017490562051534653, -0.021613165736198425, -0.0006451295339502394]","[-0.009797003120183945, -0.049524858593940735, -0.003852027002722025]","[-0.001266930252313614, -0.06976579129695892, -0.0076293861493468285]","[0.003688585013151169, -0.08709169924259186, -0.028940128162503242]","[-0.003101562848314643, -0.006079497747123241, 0.006731980945914984]","[0.01744939014315605, -0.02252688631415367, -0.015902182087302208]","[0.011642726138234138, -0.014314386062324047, -0.030333412811160088]","[0.002427407307550311, -0.00266693695448339, -0.028064539656043053]","[0.011803608387708664, 0.011932747438549995, 0.0010478961048647761]","[0.0218045637011528, 0.006437553092837334, -0.02153676003217697]","[0.011233028024435043, 0.018760135397315025, -0.031269919127225876]","[0.0030362429097294807, 0.03344650939106941, -0.01937207207083702]","[0.015016524121165276, 0.033827945590019226, -0.005579107441008091]","[0.02217743545770645, 0.02776564285159111, -0.019669098779559135]","[0.01398664340376854, 0.03312736004590988, -0.027296297252178192]","[0.009336931630969048, 0.04400969296693802, -0.019945938140153885]"
0,"[-0.00148393667768687, 0.007287988439202309, 0.08859394490718842]","[-0.021230783313512802, 0.010727904736995697, 0.05688623711466789]","[-0.02322332188487053, 0.014277832582592964, 0.03305681794881821]","[-0.023098766803741455, 0.029526516795158386, 0.0042874799109995365]","[-0.020498912781476974, 0.030965449288487434, -0.018550695851445198]","[-0.005752106197178364, -0.002873869612812996, -0.0021499954164028168]","[-0.003316938877105713, 0.006112363189458847, -0.015165737830102444]","[0.004130706191062927, 0.014863790012896061, -0.005976482760161161]","[0.013080949895083904, 0.018682822585105896, 0.007102503906935453]","[-0.0013547763228416443, 0.0009944721823558211, -0.0017305363435298204]","[-0.011838803999125957, -0.0027578147128224373, -0.011091453954577446]","[-0.017597142606973648, 0.008381133899092674, 0.008275694213807583]","[-0.01965860091149807, -0.008939225226640701, 0.02683652751147747]","[-0.001121580135077238, -0.0014234844129532576, 0.0005515794036909938]","[-0.016446519643068314, 0.008815470151603222, -0.006327422335743904]","[-0.017864849418401718, 0.007721435744315386, 0.009887855499982834]","[-0.008845479227602482, 0.001260221702978015, 0.03617628663778305]","[0.0005914814537391067, 0.004945334978401661, 0.013549056835472584]","[-0.010716410353779793, 0.01704573817551136, 0.006562426686286926]","[-0.01447160542011261, 0.012866124510765076, 0.021302850916981697]","[-0.019815435633063316, 0.003196101635694504, 0.0376862958073616]"
0,"[-0.08056583255529404, 0.007954996079206467, 0.048836104571819305]","[-0.06937223672866821, 0.0007020402699708939, 0.01197743695229292]","[-0.0407995879650116, 0.01621197536587715, 0.0008323410875163972]","[-0.01457483321428299, 0.029078952968120575, -0.0208447128534317]","[0.009814636781811714, 0.031335387378931046, -0.030520761385560036]","[0.0013899628538638353, -0.017626531422138214, -0.010841552168130875]","[0.027579843997955322, -0.023224806413054466, -0.02988513931632042]","[0.05088858678936958, -0.02410028502345085, -0.035171449184417725]","[0.07699935883283615, -0.02954116277396679, -0.051943909376859665]","[0.0036740798968821764, -0.005832860711961985, 0.000390931818401441]","[0.0157820712774992, 0.005310839973390102, -0.025412965565919876]","[0.0033502581063658, 0.0037819654680788517, -0.027201488614082336]","[0.011292308568954468, -0.016652313992381096, -0.012081902474164963]","[0.0018399294931441545, 0.011636205017566681, 0.0071031092666089535]","[0.0022029243409633636, 0.02857118844985962, -0.010893777944147587]","[-0.021380441263318062, 0.030673321336507797, -0.000735144829377532]","[-0.03151817247271538, 0.017024463042616844, 0.020013971254229546]","[-0.010180750861763954, 0.02099291980266571, 0.019798235967755318]","[-0.004878927022218704, 0.029703430831432343, 0.00481982808560133]","[-0.02242482639849186, 0.03376992046833038, 0.007711219601333141]","[-0.03045620396733284, 0.02834492176771164, 0.02024373970925808]"
0,"[-0.032872363924980164, 0.023271594196558, 0.08486364781856537]","[-0.03624264895915985, 0.032799724489450455, 0.032556213438510895]","[-0.02344866842031479, 0.040900398045778275, 0.01607968471944332]","[-0.00534648634493351, 0.0396742969751358, -0.004154364112764597]","[0.015922710299491882, 0.038484781980514526, -0.02061529830098152]","[-0.01878328062593937, 0.0036209416575729847, -0.023995153605937958]","[-0.009884757921099663, 0.010577247478067875, -0.03480907157063484]","[0.01816912554204464, 0.013852216303348541, -0.029140688478946686]","[0.03597128763794899, 0.02260274440050125, -0.027647418901324272]","[-0.0037888814695179462, -0.0024486356414854527, -0.003294746158644557]","[-0.004640138708055019, 0.0011198444990441203, -0.011227290146052837]","[-0.0117745790630579, 0.01337386853992939, 0.00532078742980957]","[-0.016610458493232727, -0.004447123035788536, 0.024541309103369713]","[0.010770518332719803, -0.005278652533888817, 0.013922888785600662]","[0.0007558350916951895, 0.00099107064306736, 0.008104496635496616]","[-0.0027547399513423443, 0.013926023617386818, 0.02757088653743267]","[-0.011938612908124924, 0.0052934568375349045, 0.04449881613254547]","[0.01497231051325798, -0.0037829773500561714, 0.040725234895944595]","[0.01418294757604599, 0.0028265798464417458, 0.032922059297561646]","[0.006566640455275774, 0.009284581057727337, 0.044776055961847305]","[0.003968029282987118, -7.046619430184364e-06, 0.05340057238936424]"
0,"[-0.07787491381168365, 0.0448446162045002, 0.007306447718292475]","[-0.06880850344896317, 0.022170929238200188, -0.03758013993501663]","[-0.0404675155878067, 0.026167891919612885, -0.049471043050289154]","[-0.0008446751162409782, 0.030585024505853653, -0.0664442628622055]","[0.03010665625333786, 0.03524335101246834, -0.05845944955945015]","[-0.008453262969851494, -0.019393261522054672, -0.023857897147536278]","[0.02485218271613121, -0.025557532906532288, -0.030808445066213608]","[0.05075857415795326, -0.01729266345500946, -0.03835412487387657]","[0.06909877061843872, -0.012175765819847584, -0.057219430804252625]","[0.001212680828757584, -0.0056483629159629345, 0.000359893252607435]","[0.02689472958445549, 0.013477470725774765, -0.02035713940858841]","[0.006935920566320419, 0.024994326755404472, -0.03203367441892624]","[-0.013697855174541473, 0.015352973714470863, -0.013651615008711815]","[0.008465982042253017, 0.010219563730061054, 0.016301019117236137]","[0.0174640454351902, 0.027628496289253235, -0.015712646767497063]","[-0.007657431997358799, 0.037677280604839325, -0.013329443521797657]","[-0.021770481020212173, 0.02959941327571869, 0.007173106074333191]","[-0.0021473756060004234, 0.024289514869451523, 0.02577076107263565]","[0.006503932643681765, 0.0386938601732254, 0.0012835648376494646]","[-0.013247360475361347, 0.04561929777264595, -0.007395410444587469]","[-0.020547563210129738, 0.04230731725692749, 0.004190071485936642]"
0,"[-0.019289392977952957, 0.051355279982089996, 0.07762733101844788]","[-0.03562958166003227, 0.04369967058300972, 0.02701531909406185]","[-0.026265054941177368, 0.04269789904356003, 0.0008356173639185727]","[-0.0081853698939085, 0.04033951461315155, -0.02394217811524868]","[0.013581912964582443, 0.03225858137011528, -0.039740435779094696]","[-0.01797664910554886, 0.0006617456674575806, -0.019861172884702682]","[-0.018642522394657135, -0.007980844005942345, -0.03621383756399155]","[-0.018750885501503944, 0.0035602557472884655, -0.027615278959274292]","[-0.020876772701740265, 0.015925375744700432, -0.012038247659802437]","[-0.002592449076473713, -0.0033825852442532778, -0.0010941540822386742]","[0.001721758395433426, -0.012844061478972435, -0.025988737121224403]","[-0.007978681474924088, 0.00625392934307456, -0.023849600926041603]","[-0.00479096919298172, 0.010485677979886532, -0.0004615756042767316]","[0.013231170363724232, -0.0009318585507571697, 0.012372279539704323]","[0.008203024044632912, 0.0039655729196965694, -0.013759038411080837]","[0.0031726155430078506, 0.021491127088665962, -0.0066806902177631855]","[0.0039559947326779366, 0.024466682225465775, 0.02083236537873745]","[0.015390964224934578, 0.00684921583160758, 0.02596230059862137]","[0.013659156858921051, 0.013085605576634407, 0.009272928349673748]","[0.004540356807410717, 0.029573839157819748, 0.006938098464161158]","[0.006229281425476074, 0.03145070746541023, 0.020699001848697662]"
0,"[-0.010678770951926708, 0.03899310901761055, 0.08964364975690842]","[-0.02848738431930542, 0.03859664127230644, 0.03879478946328163]","[-0.02692781761288643, 0.039378274232149124, 0.010371498763561249]","[-0.008712699636816978, 0.03527861461043358, -0.0192190520465374]","[0.015175295062363148, 0.024768320843577385, -0.03321468085050583]","[-0.014946261420845985, 0.004504064563661814, -0.020103681832551956]","[-0.008880184032022953, -0.013956224545836449, -0.04346473142504692]","[0.0012989873066544533, -0.024169936776161194, -0.05085667222738266]","[0.01122051291167736, -0.025127965956926346, -0.06778358668088913]","[-0.0018509207293391228, -0.0028668586164712906, -0.0023101456463336945]","[0.004685809835791588, 0.007419271394610405, -0.018314478918910027]","[-0.008950861170887947, 0.016832349821925163, -0.0020025644917041063]","[-0.014469793066382408, -0.00532557163387537, 0.026421023532748222]","[0.009682287462055683, -0.004341574385762215, 0.011626839637756348]","[0.004578287247568369, 0.013730826787650585, -0.002114991657435894]","[-0.005020223557949066, 0.021798525005578995, 0.019416972994804382]","[-0.006905865855515003, 0.010923572815954685, 0.04879595339298248]","[0.013662481680512428, 0.0032659429125487804, 0.03069782629609108]","[0.009074363857507706, 0.01934133656322956, 0.02085287682712078]","[-0.0017683720216155052, 0.0270506851375103, 0.03421464562416077]","[-0.001803076360374689, 0.016389969736337662, 0.055908337235450745]"
0,"[0.045061953365802765, 0.029139354825019836, 0.06689485907554626]","[0.021366847679018974, 0.009152610786259174, 0.06019628420472145]","[0.00038310536183416843, 0.0027354885824024677, 0.05242803692817688]","[-0.0063553908839821815, 0.0012459823628887534, 0.032735638320446014]","[-0.02882194146513939, 0.007317807525396347, 0.00979027058929205]","[-0.012592757120728493, -0.010220589116215706, 0.01420834194868803]","[-0.02155138924717903, -0.002655964344739914, 0.005328294355422258]","[-0.03745625168085098, -0.005203906446695328, 0.020753104239702225]","[-0.05312587320804596, -0.012214330956339836, 0.022954706102609634]","[-0.002516187494620681, 0.00026325834915041924, 0.0019682568963617086]","[-0.01600257307291031, 0.0069406963884830475, 0.0014346676180139184]","[-0.033854175359010696, 0.01260503102093935, 0.01433899998664856]","[-0.04183978587388992, 0.010028619319200516, 0.030688224360346794]","[0.006021627690643072, 0.002110282890498638, -0.010389766655862331]","[-0.00707654794678092, 0.023802436888217926, -0.0005550406640395522]","[-0.012322061695158482, 0.027736680582165718, 0.014454236254096031]","[-0.0007355650886893272, 0.021989159286022186, 0.04013018310070038]","[0.01284034177660942, 0.019079308956861496, -0.00800339039415121]","[-0.0015287231653928757, 0.035941094160079956, -0.0048272390849888325]","[-0.003749556839466095, 0.032432921230793, 0.009637326002120972]","[0.016028299927711487, 0.0335409939289093, 0.023548604920506477]"
0,"[0.02144867368042469, 0.024414751678705215, 0.07523611932992935]","[-0.004018811974674463, 0.023742765188217163, 0.059683285653591156]","[-0.015853160992264748, 0.022603334859013557, 0.043950363993644714]","[-0.022450260818004608, 0.035937871783971786, 0.016945606097579002]","[-0.024577071890234947, 0.0435766838490963, -0.009157529100775719]","[-0.013655268587172031, -0.0039491006173193455, 0.006496492773294449]","[-0.03549410030245781, -0.0031248265877366066, -0.011722707189619541]","[-0.05055500939488411, -0.004232507199048996, -0.020625583827495575]","[-0.06870715320110321, 0.0036391913890838623, -0.03670521453022957]","[-0.00408092699944973, -0.0035798954777419567, 0.0005896116490475833]","[-0.016681654378771782, 0.01001160591840744, -0.006436612922698259]","[-0.0196678563952446, 0.02293471246957779, 0.013132101856172085]","[-0.010840780101716518, 0.012952173128724098, 0.04353092610836029]","[0.008668369613587856, 0.00019902928033843637, -0.005392656195908785]","[-0.008190656080842018, 0.020647216588258743, -0.007336561568081379]","[-0.008365335874259472, 0.02846452221274376, 0.016135476529598236]","[0.00031133031006902456, 0.025323092937469482, 0.04153118655085564]","[0.01898762956261635, 0.014988759532570839, 0.0021371892653405666]","[0.002114254981279373, 0.025296302512288094, -0.0015501421876251698]","[-0.004315251484513283, 0.025776760652661324, 0.014508845284581184]","[0.0006675460026599467, 0.025722144171595573, 0.027841677889227867]"
0,"[0.07232971489429474, 0.02885454148054123, 0.05306693911552429]","[0.04584921896457672, 0.04526247829198837, 0.0358799584209919]","[0.02028387412428856, 0.04458579421043396, 0.016098540276288986]","[-0.0035978928208351135, 0.03928560018539429, -0.011739784851670265]","[-0.023449163883924484, 0.02340877428650856, -0.03416866436600685]","[-0.017269447445869446, 0.02137499488890171, 0.006709181237965822]","[-0.04278455674648285, 0.022114891558885574, -0.005812738090753555]","[-0.06582516431808472, 0.01924213208258152, -0.016995564103126526]","[-0.08839854598045349, 0.018635369837284088, -0.03343377262353897]","[-0.008547035977244377, 0.0009763508569449186, 0.0037227522116154432]","[-0.008443797938525677, 0.01318227406591177, -0.028952307999134064]","[0.009963387623429298, 0.02975250780582428, -0.027674566954374313]","[0.019625168293714523, 0.02645539492368698, -0.007665299344807863]","[0.009863127954304218, -0.01429898850619793, -0.0036901759449392557]","[0.01696324720978737, 0.008381078951060772, -0.030363168567419052]","[0.034940700978040695, 0.023742523044347763, -0.019954288378357887]","[0.045397862792015076, 0.0166674442589283, 0.007504601031541824]","[0.030759450048208237, -0.013752089813351631, -0.009412141516804695]","[0.03445230424404144, -0.0017617195844650269, -0.026978012174367905]","[0.04523051530122757, 0.014985037967562675, -0.022557087242603302]","[0.04982146993279457, 0.008616756647825241, 0.0006771538173779845]"
0,"[-0.05890905112028122, 0.05177835747599602, 0.06498689204454422]","[-0.05876222997903824, 0.04903130605816841, 0.003887282684445381]","[-0.03337840735912323, 0.048797283321619034, -0.012462903745472431]","[0.0016212798655033112, 0.04233948141336441, -0.03938483074307442]","[0.02483859658241272, 0.04055710509419441, -0.04485335946083069]","[-0.013632068410515785, -0.0028323614969849586, -0.03081013448536396]","[0.008849919773638248, -0.005280190147459507, -0.04731298238039017]","[0.03042929247021675, -0.00042763445526361465, -0.050544098019599915]","[0.057917289435863495, 0.0014800745993852615, -0.06358980387449265]","[-0.0013507159892469645, -0.005925445817410946, -0.0016413712874054909]","[0.013952763751149178, 0.006376844830811024, -0.018394112586975098]","[-7.051508873701096e-05, 0.024172024801373482, -0.012854487635195255]","[-0.0192106943577528, 0.018925374373793602, 0.009154649451375008]","[0.008600245229899883, 0.001696266932412982, 0.020951423794031143]","[0.01433186698704958, 0.011663686484098434, -0.0006197246257215738]","[0.00043147336691617966, 0.03405795991420746, 0.014515128917992115]","[-0.014999565668404102, 0.02828660048544407, 0.0355873629450798]","[0.007786036469042301, 0.00976092554628849, 0.04982965439558029]","[0.01383280847221613, 0.01564646139740944, 0.03172896057367325]","[0.004016931168735027, 0.0290312971919775, 0.037675537168979645]","[-0.0003765122964978218, 0.026243135333061218, 0.04349158704280853]"
0,"[-0.02470332570374012, 0.08443436026573181, -0.024860044941306114]","[-0.034379277378320694, 0.04444693773984909, -0.03685598820447922]","[-0.020379383116960526, 0.013813836500048637, -0.0373801589012146]","[0.0020965603180229664, -0.010640887543559074, -0.035666681826114655]","[0.02626974880695343, -0.026386307552456856, -0.021607311442494392]","[-0.020243380218744278, -0.019605576992034912, -0.001554245362058282]","[-0.013799959793686867, -0.048273276537656784, -0.0033944258466362953]","[-0.008450476452708244, -0.06980735063552856, -0.006183360703289509]","[-0.004851881414651871, -0.08744242042303085, -0.029463086277246475]","[-0.003132130252197385, -0.005995471030473709, 0.006981248501688242]","[0.015894340351223946, -0.02280517667531967, -0.017989080399274826]","[0.009070532396435738, -0.015609179623425007, -0.038431402295827866]","[0.003952925559133291, -0.008688420057296753, -0.03454495593905449]","[0.014280177652835846, 0.011501450091600418, 0.003081300063058734]","[0.02374521642923355, 0.003091900609433651, -0.02572711743414402]","[0.011892590671777725, 0.016541924327611923, -0.038276396691799164]","[0.004611598327755928, 0.025744300335645676, -0.025626439601182938]","[0.019354509189724922, 0.032039985060691833, -0.006613909732550383]","[0.02416992001235485, 0.02280455455183983, -0.025119764730334282]","[0.014587418176233768, 0.029904711991548538, -0.03796255216002464]","[0.010685744695365429, 0.04118216037750244, -0.029922081157565117]"
0,"[0.02454397641122341, -0.00954162236303091, 0.08865274488925934]","[-0.004113504663109779, -0.0028842841275036335, 0.06642740964889526]","[-0.01620333455502987, 0.0031048718374222517, 0.050760846585035324]","[-0.022419273853302002, 0.02585481107234955, 0.02687794715166092]","[-0.02837812900543213, 0.03745496645569801, -0.0023043977562338114]","[-0.015132172964513302, -0.006249481812119484, 0.0041541047394275665]","[-0.027305739000439644, 0.014278856106102467, -0.003623786149546504]","[-0.03389570862054825, 0.025832878425717354, 0.01818600669503212]","[-0.03411797061562538, 0.033482812345027924, 0.04203649237751961]","[-0.0030804823618382215, -0.0016602661926299334, -0.003758547594770789]","[-0.012786544859409332, 0.008603634312748909, -0.0038671190850436687]","[-0.015995321795344353, 0.014649629592895508, 0.02196328155696392]","[-0.012458107434213161, -0.004699943587183952, 0.04852684959769249]","[0.010582033544778824, 0.002857514191418886, -0.003171998541802168]","[-0.004488292150199413, 0.020339282229542732, 0.0011510642943903804]","[-0.0104142464697361, 0.021555976942181587, 0.029255632311105728]","[-0.007641375996172428, 0.012834128923714161, 0.05007074028253555]","[0.021138545125722885, 0.014748326502740383, 0.010475513525307178]","[0.002368380781263113, 0.023997751995921135, 0.013663563877344131]","[-0.005203219596296549, 0.020736804232001305, 0.03669757395982742]","[-0.0028566066175699234, 0.020911280065774918, 0.05080123245716095]"
0,"[0.028919974341988564, -0.016255710273981094, 0.08730131387710571]","[0.001713570673018694, -0.009458594024181366, 0.06500443816184998]","[-0.005388155113905668, 0.0018396310042589903, 0.052645742893218994]","[-0.017397720366716385, 0.02180243842303753, 0.029938234016299248]","[-0.016176125034689903, 0.026486944407224655, 0.008756956085562706]","[-0.008000154979526997, -0.00388737628236413, 0.001501618418842554]","[-0.021085118874907494, 0.013357795774936676, -0.000666879874188453]","[-0.025783874094486237, 0.02115507237613201, 0.024599341675639153]","[-0.024776088073849678, 0.026847010478377342, 0.045190632343292236]","[-0.003715038765221834, -0.0008981620194390416, -0.0029289163649082184]","[-0.0034054843708872795, 0.009216880425810814, 0.00018169617396779358]","[-0.00912716519087553, 0.010876611806452274, 0.026181213557720184]","[0.0005190973170101643, -0.0100314412266016, 0.04834301397204399]","[0.00365752587094903, 0.0004649461479857564, -0.001122195739299059]","[-0.003954126033931971, 0.017450589686632156, 0.004661379382014275]","[-0.004234849940985441, 0.012272154912352562, 0.030863001942634583]","[0.0029608807526528835, 0.000722872675396502, 0.046136561781167984]","[0.010523894801735878, 0.0060378387570381165, 0.010072518140077591]","[0.002407013438642025, 0.013978654518723488, 0.015004284679889679]","[0.002776310546323657, 0.007805266417562962, 0.034542303532361984]","[0.007089615799486637, -0.001887558028101921, 0.04576481506228447]"
0,"[0.008142820559442043, 0.029382385313510895, 0.0814230665564537]","[-0.011387345381081104, 0.014264022931456566, 0.06770404428243637]","[-0.028496067970991135, 0.0012788749299943447, 0.04801839590072632]","[-0.037469200789928436, -0.002185090444982052, 0.01562720723450184]","[-0.048229824751615524, -0.0035287654027342796, -0.00978870503604412]","[-0.005663358606398106, -0.013239237479865551, 0.007733284030109644]","[-0.03246067836880684, -0.018887624144554138, -0.008187255822122097]","[-0.05406443402171135, -0.021126894280314445, -0.001698354142718017]","[-0.06775376945734024, -0.025225762277841568, 0.008732110261917114]","[0.0011793257435783744, -0.0054276809096336365, -0.001386147108860314]","[-0.029217083007097244, -0.004895099438726902, -0.009657373651862144]","[-0.03381076082587242, 0.0012388471513986588, 0.022202901542186737]","[-0.019079484045505524, -0.001880147960036993, 0.05693081021308899]","[0.006166474893689156, 0.007144249975681305, -0.005550187546759844]","[-0.02085285075008869, 0.012651355937123299, -0.004753426648676395]","[-0.026119524613022804, 0.014591479673981667, 0.02637951821088791]","[-0.011456357315182686, 0.015548164024949074, 0.05414051190018654]","[0.004477319307625294, 0.029851047322154045, 0.006847751792520285]","[-0.02168279141187668, 0.021299198269844055, 0.001111355610191822]","[-0.023409796878695488, 0.014466674067080021, 0.022366220131516457]","[-0.013102393597364426, 0.013736923225224018, 0.04437442496418953]"
0,"[0.05505562946200371, 0.054335661232471466, 0.04871746897697449]","[0.029724961146712303, 0.030376696959137917, 0.056017518043518066]","[0.005097248591482639, 0.016301557421684265, 0.055554360151290894]","[-0.019940301775932312, 0.012500766664743423, 0.04550071805715561]","[-0.03907082602381706, 0.010246746242046356, 0.024807315319776535]","[-0.0074010081589221954, -0.012194525450468063, 0.020123574882745743]","[-0.021851234138011932, -0.024645477533340454, 0.006897313520312309]","[-0.03912273421883583, -0.037545621395111084, 0.003261488163843751]","[-0.0653219223022461, -0.048581842333078384, -0.015882687643170357]","[-0.0015408408362418413, -0.004477661568671465, 0.0014984851004555821]","[-0.024413637816905975, 0.007340667769312859, 0.000441551033873111]","[-0.02763441577553749, 0.024097245186567307, 0.017774026840925217]","[-0.012805888429284096, 0.021259991452097893, 0.03490103408694267]","[0.0018841379787772894, 0.007421259302645922, -0.014280196279287338]","[-0.016751604154706, 0.026817798614501953, -0.004859908018261194]","[-0.01518865954130888, 0.04034305363893509, 0.01578334905207157]","[-0.0002692611888051033, 0.033565036952495575, 0.030902570113539696]","[0.0062991296872496605, 0.027066191658377647, -0.019378505647182465]","[-0.010430097579956055, 0.04189925640821457, -0.014086301438510418]","[-0.009647257626056671, 0.05040651559829712, 0.007380079943686724]","[-7.044151425361633e-05, 0.04946322739124298, 0.019848544150590897]"
0,"[-0.023748671635985374, 0.046818315982818604, 0.0718640461564064]","[-0.03444748744368553, 0.036428991705179214, 0.04272175952792168]","[-0.030124565586447716, 0.02816736325621605, 0.016926154494285583]","[-0.010634195059537888, 0.03688017278909683, -0.01178472489118576]","[0.005196328740566969, 0.039840638637542725, -0.022408172488212585]","[-0.011288444511592388, -0.004245171323418617, -0.004231692291796207]","[-0.005791751202195883, 0.008982561528682709, -0.022779051214456558]","[-0.002537354826927185, 0.017131561413407326, -0.01549679134041071]","[-0.005358869209885597, 0.015812456607818604, -0.002514898544177413]","[-0.0018277592025697231, -0.0022428377997130156, -0.0009610715787857771]","[0.0067254649475216866, -0.0037068636156618595, -0.016699543222784996]","[-0.0014310405822470784, 0.01427516620606184, -0.0073760091327130795]","[-0.012242455035448074, 0.007162411231547594, 0.01170534361153841]","[0.005920033436268568, -0.001893881126306951, 0.0021591796539723873]","[0.013327046297490597, 0.01364821195602417, -0.012697411701083183]","[0.004989355802536011, 0.026425715535879135, -0.0033870020415633917]","[-0.002565238391980529, 0.025139274075627327, 0.016914313659071922]","[0.010394304990768433, 0.01307268999516964, 0.013243605382740498]","[0.010340170003473759, 0.02349710650742054, -0.0026059746742248535]","[0.0057791611179709435, 0.03283056989312172, -0.00012710998998954892]","[-0.0006112381815910339, 0.03418046608567238, 0.010546710342168808]"
0,"[-0.08088155835866928, 0.006508771330118179, 0.03479446843266487]","[-0.06651929020881653, -0.003665696829557419, -0.0011857813224196434]","[-0.0380527526140213, 0.009531651623547077, -0.011229313910007477]","[-0.012654848396778107, 0.02434854581952095, -0.030522318556904793]","[0.010377834551036358, 0.028637953102588654, -0.03168559446930885]","[0.0030230525881052017, -0.02038775570690632, -0.011730542406439781]","[0.02846125140786171, -0.02445908822119236, -0.02861933968961239]","[0.05227067321538925, -0.02481367439031601, -0.034773558378219604]","[0.07854245603084564, -0.026268748566508293, -0.04783884435892105]","[0.0030627280939370394, -0.005824876017868519, 0.0012234167661517859]","[0.009095456451177597, 0.007923077791929245, -0.03285864740610123]","[-0.01576060615479946, 0.008230051025748253, -0.03180741146206856]","[-0.019860221073031425, -0.013888047076761723, -0.011865613982081413]","[0.0004865576047450304, 0.013344014063477516, 0.008643176406621933]","[-0.002410932444036007, 0.02870902419090271, -0.016785835847258568]","[-0.024685010313987732, 0.03040951117873192, -0.009998267516493797]","[-0.03668413311243057, 0.017035672441124916, 0.011747749522328377]","[-0.012397373095154762, 0.02345317229628563, 0.018846802413463593]","[-0.006972886621952057, 0.03387705236673355, -0.0031983153894543648]","[-0.027100466191768646, 0.034756287932395935, -0.0036829286254942417]","[-0.03575899451971054, 0.028279561549425125, 0.010698125697672367]"
0,"[-0.06205006688833237, 0.05389361083507538, 0.009079039096832275]","[-0.057535719126462936, 0.04180392250418663, -0.03236336261034012]","[-0.025408143177628517, 0.03645925968885422, -0.040987659245729446]","[0.012800945900380611, 0.034408167004585266, -0.05098728463053703]","[0.03647443652153015, 0.027062715962529182, -0.04428139328956604]","[-0.011761710047721863, -0.013197299093008041, -0.024726293981075287]","[0.016146155074238777, -0.02014695666730404, -0.03537457808852196]","[0.039245277643203735, -0.01947483792901039, -0.03926083445549011]","[0.06385412067174911, -0.02288307435810566, -0.055153846740722656]","[-0.0010039464104920626, -0.006938031408935785, 0.002611579140648246]","[0.024807386100292206, 0.012783771380782127, -0.017359793186187744]","[0.008298933506011963, 0.03156482055783272, -0.017389647662639618]","[-0.011515009216964245, 0.030613495036959648, 0.002330817747861147]","[0.00883844867348671, 0.006261007860302925, 0.01632705330848694]","[0.022587550804018974, 0.02516975626349449, -0.0038162022829055786]","[0.006471067667007446, 0.04515824466943741, 0.00013270150520838797]","[-0.010662565939128399, 0.043138287961483, 0.01792718842625618]","[0.00928838737308979, 0.02144535258412361, 0.0320548377931118]","[0.019976291805505753, 0.03044193983078003, 0.011834224686026573]","[0.008538325317203999, 0.04504137858748436, 0.01213911920785904]","[-0.00044842157512903214, 0.04429918900132179, 0.02147362381219864]"
