Label,wrist,thumb cmc,thumb mcp,thumb ip,thumb tip,index finger mcp,index finger pip,index finger dip,index finger tip,middle finger mcp,middle finger pip,middle finger dip,middle finger tip,ring finger mcp,ring finger pip,ring finger dip,ring finger tip,pinky mcp,pinky pip,pinky dip,pinky tip
0,"[0.057020850479602814, 0.022798126563429832, 0.05437753349542618]","[0.02847634255886078, 0.00724951084703207, 0.052395496517419815]","[0.0075096250511705875, 0.0017879297956824303, 0.051951706409454346]","[-0.01048312894999981, 0.008100166916847229, 0.0379096083343029]","[-0.01854621432721615, 0.017348425462841988, 0.019191047176718712]","[-0.007776462472975254, -0.005496035795658827, 0.009260155260562897]","[-0.026177693158388138, -0.007973916828632355, 0.008164850994944572]","[-0.049269407987594604, -0.006698347628116608, 0.01505553349852562]","[-0.07750597596168518, 0.0034413374960422516, 0.007117099594324827]","[-0.0019036984303966165, -0.0015542346518486738, -0.0001273264060728252]","[-0.01000763289630413, 0.0035288550425320864, 0.006677738390862942]","[-0.011863088235259056, 0.008194565773010254, 0.026308193802833557]","[-0.005611897446215153, -0.0037551503628492355, 0.046457357704639435]","[0.0026024887338280678, 0.003270987654104829, -0.006572400685399771]","[0.0005788938142359257, 0.014326302334666252, 0.0075929900631308556]","[0.002595395315438509, 0.01707494631409645, 0.028614304959774017]","[0.009669069200754166, 0.004663741681724787, 0.04832834005355835]","[0.012053274549543858, 0.019013606011867523, -0.0015148059464991093]","[0.00989628303796053, 0.023359354585409164, 0.00671416288241744]","[0.008534036576747894, 0.02008790709078312, 0.025232650339603424]","[0.01770889386534691, 0.016993388533592224, 0.03421890363097191]"
0,"[0.04198078066110611, 0.07599189132452011, -0.03903813660144806]","[0.007838979363441467, 0.0572069026529789, -0.051677118986845016]","[-0.009397832676768303, 0.025868674740195274, -0.04828778654336929]","[-0.020465513691306114, -0.007227709516882896, -0.04081648960709572]","[-0.024706512689590454, -0.03689961135387421, -0.024691937491297722]","[-0.03070729784667492, 0.0025744521990418434, -0.005127512384206057]","[-0.04895225539803505, -0.021084975451231003, -0.005340773146599531]","[-0.06135585904121399, -0.04034791141748428, -0.00885950867086649]","[-0.07050807774066925, -0.05335463583469391, -0.025602037087082863]","[-0.007657305803149939, -0.0009631459834054112, 0.007904430851340294]","[-0.005885161925107241, -0.023607589304447174, -0.024633537977933884]","[-0.0008376621408388019, -0.004047757480293512, -0.03951691836118698]","[-0.0003504988271743059, 0.005557681433856487, -0.018739989027380943]","[0.020076004788279533, -0.0022007895167917013, 0.0066384621895849705]","[0.021447250619530678, -0.01086236909031868, -0.029598437249660492]","[0.0239810049533844, 0.013088801875710487, -0.03674057126045227]","[0.02561875246465206, 0.023503709584474564, -0.010209260508418083]","[0.03899484500288963, 0.005830253474414349, -0.005645117722451687]","[0.03950609639286995, -0.002790152095258236, -0.02720283716917038]","[0.04155352711677551, 0.01811276376247406, -0.04207773506641388]","[0.042694952338933945, 0.02715284936130047, -0.024264754727482796]"
0,"[-0.0863104909658432, -0.017972465604543686, -0.00856049731373787]","[-0.06437061727046967, -0.02192235365509987, -0.038330379873514175]","[-0.03484395518898964, -0.0031039370223879814, -0.03755980357527733]","[-0.008859808556735516, 0.014593859203159809, -0.038687415421009064]","[0.014139626175165176, 0.025223422795534134, -0.02372339367866516]","[0.005758142098784447, -0.01909802481532097, -0.013616351410746574]","[0.03693608194589615, -0.011554788798093796, -0.01979750767350197]","[0.05884483456611633, 0.0006629433482885361, -0.019895214587450027]","[0.08262713998556137, 0.009192286059260368, -0.03473512828350067]","[0.004562182351946831, -0.0047883540391922, 0.005656265653669834]","[0.011273101903498173, 0.02067745104432106, -0.018991727381944656]","[-0.013005593791604042, 0.014958693645894527, -0.026681052520871162]","[-0.027481384575366974, 0.0037304144352674484, -0.00558353029191494]","[-0.0017741238698363304, 0.01369829848408699, 0.009640589356422424]","[-0.0023261290043592453, 0.029585272073745728, -0.00876036286354065]","[-0.02797827497124672, 0.024755697697401047, -0.015294627286493778]","[-0.040390122681856155, 0.012184792198240757, -0.0017014233162626624]","[-0.01631888747215271, 0.02123967558145523, 0.01358591578900814]","[-0.01673579402267933, 0.030958130955696106, -0.004071600269526243]","[-0.0338628925383091, 0.029800301417708397, -0.013013678602874279]","[-0.04165014997124672, 0.02196606621146202, -0.008441274054348469]"
0,"[0.023768311366438866, 0.07280177623033524, 0.04530763626098633]","[-0.0004412303678691387, 0.05222069472074509, 0.04775452986359596]","[-0.014650773257017136, 0.02889191173017025, 0.04275895282626152]","[-0.034950725734233856, 0.011343227699398994, 0.027326826006174088]","[-0.04945515841245651, -0.003708860371261835, 0.005135526414960623]","[-0.010046571493148804, -0.011909819208085537, 0.01964457519352436]","[-0.02377655729651451, -0.028124231845140457, 0.004868220072239637]","[-0.04037337005138397, -0.045846451073884964, -0.00485614687204361]","[-0.05761512741446495, -0.05930051952600479, -0.02812783047556877]","[-0.0015467633493244648, -0.005629439372569323, 0.00393105810508132]","[-0.026907529681921005, -0.0012701329542323947, -0.004468071740120649]","[-0.034453995525836945, 0.019132638350129128, 0.010189903900027275]","[-0.018986918032169342, 0.025555407628417015, 0.025215310975909233]","[0.005437476094812155, 0.006615345366299152, -0.012498685158789158]","[-0.01998322084546089, 0.021885856986045837, -0.01609952002763748]","[-0.020778844133019447, 0.038284335285425186, 0.0015861968277022243]","[-0.007640715688467026, 0.0398525670170784, 0.01747414655983448]","[0.006855966988950968, 0.02831766940653324, -0.02167600393295288]","[-0.01461335550993681, 0.03643959388136864, -0.02046113833785057]","[-0.018537374213337898, 0.043414246290922165, -0.004148929845541716]","[-0.004915338475257158, 0.04256677255034447, 0.006932845339179039]"
0,"[0.008165557868778706, 0.03018449991941452, 0.07943390309810638]","[-0.01806013472378254, 0.02780817449092865, 0.05697253718972206]","[-0.028493231162428856, 0.02603898197412491, 0.035931143909692764]","[-0.029872650280594826, 0.03248010575771332, 0.005002270452678204]","[-0.025630850344896317, 0.03239302709698677, -0.023958714678883553]","[-0.018642336130142212, -0.004476149566471577, 0.005083773285150528]","[-0.033304955810308456, -0.005589631386101246, -0.0201240386813879]","[-0.047235000878572464, -0.0014957431703805923, -0.024735471233725548]","[-0.05973045527935028, 0.006837318651378155, -0.02722753770649433]","[-0.003526105312630534, -0.004819683264940977, -0.0006809546030126512]","[-0.011898288503289223, 0.006424804218113422, -0.01275678351521492]","[-0.01826603338122368, 0.019260693341493607, 0.00894272979348898]","[-0.00852553267031908, 0.0026884363032877445, 0.043203532695770264]","[0.013102543540298939, 0.0022742401342839003, -0.003795713884755969]","[-0.0026268563233315945, 0.021393800154328346, -0.007721116300672293]","[-0.007706860546022654, 0.0276501327753067, 0.016416216269135475]","[0.0015947804786264896, 0.02098126709461212, 0.04231691733002663]","[0.021282751113176346, 0.01786394789814949, 0.0046080006286501884]","[0.00920712947845459, 0.027948647737503052, 0.0031080131884664297]","[-0.0006454512476921082, 0.026563109830021858, 0.01970221847295761]","[0.004874169360846281, 0.02139979414641857, 0.03344383463263512]"
0,"[0.021916387602686882, 0.00048099958803504705, 0.08244436979293823]","[-0.0051638963632285595, 0.004121544770896435, 0.06408962607383728]","[-0.019150739535689354, 0.008241955190896988, 0.0480940155684948]","[-0.023923197761178017, 0.02431389130651951, 0.023495640605688095]","[-0.035483065992593765, 0.03012956492602825, -0.0024776116479188204]","[-0.012340004555881023, -0.007035403978079557, 0.005235244520008564]","[-0.02925235591828823, 0.009839225560426712, -0.002102217637002468]","[-0.03927381709218025, 0.02114228345453739, 0.018467267975211143]","[-0.0483732707798481, 0.027926716953516006, 0.04239426925778389]","[-0.0014317017048597336, -0.001750790048390627, -0.0049544768407940865]","[-0.01545344665646553, 0.006497638300061226, -0.0031567360274493694]","[-0.02163742296397686, 0.01766141876578331, 0.019703898578882217]","[-0.021262342110276222, 0.0040908511728048325, 0.05085400119423866]","[0.010459273122251034, 0.00020639208378270268, -0.0032776088919490576]","[-0.006025283597409725, 0.01787048950791359, -0.0014835993060842156]","[-0.011768843978643417, 0.024985523894429207, 0.029923319816589355]","[-0.004547372926026583, 0.014459233731031418, 0.053786393254995346]","[0.01876954175531864, 0.013918526470661163, 0.007108790799975395]","[-0.0007452665595337749, 0.022424718365073204, 0.011080538854002953]","[-0.006326176226139069, 0.017849363386631012, 0.033582936972379684]","[-0.0015378700336441398, 0.02094758301973343, 0.048266567289829254]"
0,"[-0.06879924237728119, 0.035606056451797485, 0.044588834047317505]","[-0.0525159016251564, 0.03928908705711365, 0.006197193171828985]","[-0.02360258623957634, 0.0426061674952507, 0.0016641380498185754]","[0.00785612128674984, 0.03492939844727516, -0.01213526539504528]","[0.024849943816661835, 0.023285266011953354, -0.014845219440758228]","[-0.0008483785204589367, 0.000781896582338959, -0.01787327043712139]","[0.02215253747999668, -0.005468109622597694, -0.023002881556749344]","[0.044791728258132935, -0.011833431199193, -0.026787247508764267]","[0.07489947974681854, -0.01954432763159275, -0.039078690111637115]","[0.0002991666551679373, -0.003926621749997139, -0.00013022538041695952]","[0.01806420087814331, 0.009738581255078316, -0.0054479059763252735]","[0.008935144171118736, 0.023366158828139305, 0.005742697510868311]","[-0.0030125994235277176, 0.020095843821763992, 0.018975282087922096]","[0.0007722998852841556, -0.002122613601386547, 0.011032459326088428]","[0.011195652186870575, 0.012461982667446136, 0.00940870214253664]","[0.003922383300960064, 0.02590184099972248, 0.018486037850379944]","[-0.007272190414369106, 0.0280831977725029, 0.0269943717867136]","[-0.00760439969599247, 0.0035144684370607138, 0.029055975377559662]","[0.0037658794317394495, 0.013551204465329647, 0.024385862052440643]","[0.00023535219952464104, 0.024085713550448418, 0.02870962768793106]","[-0.004711181856691837, 0.023166386410593987, 0.03147650882601738]"
0,"[-0.08289431035518646, 0.015283478423953056, 0.027755489572882652]","[-0.07176131010055542, 0.009242920204997063, -0.0015796748921275139]","[-0.04255649819970131, 0.027989301830530167, -0.003191211260855198]","[-0.010855861939489841, 0.03917211294174194, -0.012336432933807373]","[0.009315330535173416, 0.04227513447403908, -0.017756616696715355]","[0.001702240202575922, -0.014994104392826557, -0.006695379037410021]","[0.02919226512312889, -0.018184619024395943, -0.02017308957874775]","[0.05266421660780907, -0.020206771790981293, -0.02479143813252449]","[0.08015398681163788, -0.02621050737798214, -0.03845272213220596]","[0.0028184689581394196, -0.006401266902685165, 0.0016699169063940644]","[0.028761733323335648, 0.0006438661366701126, -0.01724296063184738]","[0.03526582941412926, 0.0044380114413797855, -0.027975980192422867]","[0.059435948729515076, -0.012882683426141739, -0.03571954742074013]","[0.00028595421463251114, 0.009161517955362797, 0.0038655672688037157]","[0.007284689228981733, 0.02849084883928299, -0.0026018598582595587]","[-0.013559417799115181, 0.03680397942662239, 0.005000492092221975]","[-0.02738259918987751, 0.030462559312582016, 0.01897577755153179]","[-0.01041528582572937, 0.017352331429719925, 0.013621856458485126]","[0.0006583635695278645, 0.028225693851709366, 0.0047424850054085255]","[-0.017826883122324944, 0.03859647735953331, 0.007231332361698151]","[-0.029321886599063873, 0.03374601528048515, 0.017876053228974342]"
0,"[-0.08614733815193176, 0.02068421244621277, 0.029946869239211082]","[-0.06999127566814423, 0.009578087367117405, -0.0032547861337661743]","[-0.03340538591146469, 0.018588580191135406, -0.005298534408211708]","[-0.0014924942515790462, 0.025845777243375778, -0.016854217275977135]","[0.019143901765346527, 0.02169102057814598, -0.015431047417223454]","[0.0016988450661301613, -0.016206054016947746, -0.015157555229961872]","[0.028655042871832848, -0.0246125515550375, -0.029467977583408356]","[0.05161295458674431, -0.02954106032848358, -0.030528878793120384]","[0.07945253700017929, -0.03328844904899597, -0.046463288366794586]","[0.0032642255537211895, -0.006015484686940908, 0.0010146411368623376]","[0.01618797332048416, 0.011976415291428566, -0.01479716319590807]","[-0.0037060463801026344, 0.01978476159274578, -0.006006045266985893]","[-0.013365330174565315, 0.010974123142659664, 0.010073024779558182]","[-0.00013880839105695486, 0.010363874956965446, 0.009929581545293331]","[0.008273031562566757, 0.026041202247142792, 0.0010009226389229298]","[-0.01208639144897461, 0.03278172388672829, 0.007130177691578865]","[-0.02450447902083397, 0.028659339994192123, 0.025674989446997643]","[-0.011918917298316956, 0.02227630652487278, 0.02362017147243023]","[-0.0024418134707957506, 0.028447335585951805, 0.010518073104321957]","[-0.01730392873287201, 0.03887387737631798, 0.008569145575165749]","[-0.026007408276200294, 0.03738713636994362, 0.01499234326183796]"
0,"[0.0006599295884370804, 0.05711355060338974, 0.07880201190710068]","[-0.019191427156329155, 0.04034461826086044, 0.053641628473997116]","[-0.028536569327116013, 0.02036977931857109, 0.035049326717853546]","[-0.034846074879169464, 0.007018056698143482, 0.0021080218721181154]","[-0.025689760223031044, -0.00924269575625658, -0.02238360419869423]","[-0.01671883463859558, -0.010200164280831814, 0.005018455442041159]","[-0.028136231005191803, -0.021509233862161636, -0.01448412612080574]","[-0.03291226178407669, -0.034273386001586914, -0.020404210314154625]","[-0.042197082191705704, -0.041255928575992584, -0.041104067116975784]","[-0.002580277156084776, -0.00673319585621357, 0.0006734605995006859]","[-0.014709362760186195, 0.005233997944742441, -0.015431495383381844]","[-0.02552752010524273, 0.023400776088237762, -0.006770709063857794]","[-0.01462236326187849, 0.02874957025051117, 0.017886066809296608]","[0.011001203209161758, 0.004291567951440811, -0.002237174427136779]","[-0.008966163732111454, 0.023673120886087418, -0.01819845475256443]","[-0.014947756193578243, 0.040341272950172424, 0.0006723052356392145]","[-0.0073947180062532425, 0.03849956393241882, 0.02790495753288269]","[0.017404945567250252, 0.02391519397497177, -0.00033824561978690326]","[0.002062610350549221, 0.035622987896203995, -0.010250074788928032]","[-0.0055036237463355064, 0.043441493064165115, 0.003431008430197835]","[-0.005141463130712509, 0.04342113062739372, 0.017909875139594078]"
0,"[0.0051292236894369125, 0.09028186649084091, -0.032198648899793625]","[-0.014173715375363827, 0.0550440289080143, -0.045812565833330154]","[-0.008830872364342213, 0.021905003115534782, -0.04726254940032959]","[0.0011560868006199598, -0.011561427265405655, -0.03953453153371811]","[0.015031671151518822, -0.036906614899635315, -0.023995203897356987]","[-0.026278162375092506, -0.015445144847035408, -0.005368392914533615]","[-0.02498997375369072, -0.04712676256895065, -0.0031988699920475483]","[-0.021284330636262894, -0.07113394141197205, -0.0032829868141561747]","[-0.01982927694916725, -0.09121730178594589, -0.021932043135166168]","[-0.005867619998753071, -0.005001482088118792, 0.008028927259147167]","[0.012949865311384201, -0.020146852359175682, -0.02006589248776436]","[0.013235769234597683, -0.006850184872746468, -0.03582797199487686]","[0.005008199252188206, 0.0035767322406172752, -0.033389367163181305]","[0.01693577505648136, 0.008473021909594536, 0.00659108767285943]","[0.028986401855945587, 0.0008850162848830223, -0.023378504440188408]","[0.0230368934571743, 0.017727859318256378, -0.03568006306886673]","[0.015299004502594471, 0.029484454542398453, -0.02276376634836197]","[0.028967589139938354, 0.028111234307289124, -0.0025552036240696907]","[0.035412780940532684, 0.017457589507102966, -0.023669637739658356]","[0.029431333765387535, 0.03233182430267334, -0.040255509316921234]","[0.024020537734031677, 0.04225996881723404, -0.031485069543123245]"
0,"[-0.04754117876291275, 0.034544602036476135, 0.06514964997768402]","[-0.04407414048910141, 0.005507785826921463, 0.033162668347358704]","[-0.02450815960764885, -0.0013139555230736732, 0.025768613442778587]","[0.00040630460716784, -0.0024218943435698748, 0.006402776576578617]","[0.02346891723573208, -0.0005823513492941856, -0.0051940125413239]","[-0.010299734771251678, -0.019183343276381493, -0.004259495064616203]","[0.015829917043447495, -0.029552556574344635, -0.01408130582422018]","[0.03436143323779106, -0.04257286712527275, -0.003028604667633772]","[0.04881080985069275, -0.050112757831811905, 0.005384696181863546]","[-0.000616089382674545, -0.0020588699262589216, -0.0024166093207895756]","[0.024472104385495186, -0.007344047538936138, -0.005406593903899193]","[0.020267972722649574, -0.0019417121075093746, 0.008754880167543888]","[0.01296252477914095, -0.0015456436667591333, 0.03120061755180359]","[0.006554776336997747, 0.01185243483632803, 0.004428482614457607]","[0.026220101863145828, 0.007495304103940725, 0.005569373723119497]","[0.017207935452461243, 0.013383696787059307, 0.022849781438708305]","[0.0036230371333658695, 0.013314139097929, 0.041927460581064224]","[0.00654712226241827, 0.025844618678092957, 0.013480603694915771]","[0.02008197084069252, 0.015957724303007126, 0.013837587088346481]","[0.015249134972691536, 0.01694275252521038, 0.03463130071759224]","[0.008436065167188644, 0.02100471779704094, 0.04350816085934639]"
0,"[0.016864463686943054, 0.01623213291168213, 0.0886969342827797]","[-0.0074027059599757195, 0.020619573071599007, 0.062127940356731415]","[-0.024099264293909073, 0.01886582188308239, 0.043342649936676025]","[-0.025812797248363495, 0.022763850167393684, 0.015072386711835861]","[-0.020073406398296356, 0.023975465446710587, -0.016269313171505928]","[-0.018097739666700363, -0.00525004044175148, -0.0004235588130541146]","[-0.026576442644000053, 0.012698612175881863, -0.010602853260934353]","[-0.0348304808139801, 0.013848693110048771, 0.004585119895637035]","[-0.03879412263631821, 0.00880314689129591, 0.02482302300632]","[-0.004141713958233595, -0.00341243389993906, -0.001336167799308896]","[-0.014480192214250565, 0.010900812223553658, -0.01148091908544302]","[-0.01763797551393509, 0.023624898865818977, 0.012373996898531914]","[-0.015989260748028755, 0.005087200552225113, 0.04629537835717201]","[0.010544687509536743, 0.0003441479057073593, -0.0014859825605526567]","[-0.0008285194635391235, 0.021734019741415977, -0.005109830293804407]","[-0.004491714294999838, 0.026054950430989265, 0.020267542451620102]","[0.004944469779729843, 0.018027042970061302, 0.04621637985110283]","[0.02211570553481579, 0.0160105898976326, 0.013814834877848625]","[0.007616430055350065, 0.026662703603506088, 0.009878926910459995]","[0.002211109735071659, 0.02029777504503727, 0.022235512733459473]","[0.007092917338013649, 0.014667139388620853, 0.0378241203725338]"
0,"[0.06955526769161224, 0.02800397202372551, 0.0560261569917202]","[0.04264504462480545, 0.04492374137043953, 0.0389082208275795]","[0.0172090046107769, 0.04364098235964775, 0.01898670196533203]","[-0.006603779271245003, 0.038956910371780396, -0.00859688501805067]","[-0.026633907109498978, 0.024995621293783188, -0.030042294412851334]","[-0.01720169000327587, 0.020487122237682343, 0.00642035435885191]","[-0.042348649352788925, 0.023234687745571136, -0.007230408955365419]","[-0.06398633867502213, 0.0208125002682209, -0.01822110265493393]","[-0.08752288669347763, 0.021508989855647087, -0.03494025021791458]","[-0.007763055618852377, 0.00041899201460182667, 0.003427784889936447]","[-0.009573375806212425, 0.014224069193005562, -0.02773948386311531]","[0.007928813807666302, 0.03155519813299179, -0.022743402048945427]","[0.01597667671740055, 0.02600126713514328, -0.0032098882365971804]","[0.009480846114456654, -0.013775447383522987, -0.0038161298725754023]","[0.01667787879705429, 0.011047339998185635, -0.028218621388077736]","[0.03201654180884361, 0.026836136355996132, -0.01619739830493927]","[0.040870606899261475, 0.018168920651078224, 0.011406393721699715]","[0.03088085725903511, -0.012471312656998634, -0.008755352348089218]","[0.0335572212934494, 0.0020643193274736404, -0.025468727573752403]","[0.04336399957537651, 0.018563169986009598, -0.019231170415878296]","[0.047381553798913956, 0.010889498516917229, 0.003081265138462186]"
0,"[-0.0732765942811966, -0.015182487666606903, 0.05261753872036934]","[-0.07476203143596649, 0.006055863574147224, 0.011574712581932545]","[-0.04805254191160202, 0.025388456881046295, 0.012738507241010666]","[-0.015612315386533737, 0.03257640823721886, -0.0005048027378506958]","[0.004939707927405834, 0.03563671186566353, -0.0011148931225761771]","[-0.006820044945925474, 0.004852738231420517, -0.013847263529896736]","[0.01447614561766386, 0.012150578200817108, -0.023151518777012825]","[0.035500697791576385, 0.018991485238075256, -0.030191568657755852]","[0.06328421086072922, 0.02947230637073517, -0.040276654064655304]","[0.003269646782428026, -0.0021003559231758118, 1.595988214830868e-05]","[0.029798559844493866, 0.006009766831994057, -0.00931891892105341]","[0.052461784332990646, 0.027041388675570488, -0.02517390064895153]","[0.07890420407056808, 0.04263860732316971, -0.03548916056752205]","[0.004399601835757494, -0.002252735197544098, 0.009325474500656128]","[0.009965892881155014, 0.01126098819077015, 0.012477070093154907]","[-0.005360021255910397, 0.021671781316399574, 0.024301989004015923]","[-0.01498730480670929, 0.018066786229610443, 0.0287467073649168]","[0.00020049756858497858, -0.0078054992482066154, 0.023624897003173828]","[0.005747510120272636, 0.004399225115776062, 0.025641368702054024]","[-0.00405161315575242, 0.011839310638606548, 0.03604471683502197]","[-0.00842288788408041, 0.006468803621828556, 0.030966870486736298]"
0,"[0.06996455043554306, 0.02762220986187458, 0.057104770094156265]","[0.04313329607248306, 0.04401847720146179, 0.04004158452153206]","[0.018311087042093277, 0.04392238333821297, 0.018694264814257622]","[-0.005863644182682037, 0.04053399711847305, -0.010159511119127274]","[-0.025349117815494537, 0.02721795067191124, -0.032299965620040894]","[-0.017962254583835602, 0.019826270639896393, 0.007011977024376392]","[-0.043853335082530975, 0.02162906527519226, -0.005957544781267643]","[-0.066762275993824, 0.018963249400258064, -0.01438543014228344]","[-0.090936578810215, 0.01747824251651764, -0.031973421573638916]","[-0.008179569616913795, 0.0005335824098438025, 0.0034108643885701895]","[-0.011034463532269001, 0.014420175924897194, -0.0288863368332386]","[0.007492296397686005, 0.03083987720310688, -0.024362066760659218]","[0.019158633425831795, 0.027778372168540955, -0.0045509738847613335]","[0.009473113343119621, -0.013269527815282345, -0.004092878196388483]","[0.01664472557604313, 0.010392772033810616, -0.028769077733159065]","[0.032156262546777725, 0.026989523321390152, -0.016818350180983543]","[0.043053433299064636, 0.019123096019029617, 0.01202132273465395]","[0.031829021871089935, -0.012180349789559841, -0.008486530743539333]","[0.03330931067466736, 0.0023186244070529938, -0.025529980659484863]","[0.04290726035833359, 0.018733510747551918, -0.019171621650457382]","[0.04803561046719551, 0.0118030346930027, 0.00424538180232048]"
0,"[-0.028892455622553825, 0.00786563940346241, 0.0700603649020195]","[-0.0279482901096344, 0.019836388528347015, 0.027126749977469444]","[-0.015144523233175278, 0.024546494707465172, 0.010812599211931229]","[-0.0005463697016239166, 0.021805940195918083, -0.008116641081869602]","[0.015116354450583458, 0.009556734934449196, -0.018866844475269318]","[-0.008969780057668686, 0.006395520176738501, -0.02244838885962963]","[-0.0009252019226551056, 0.015832917764782906, -0.02708929218351841]","[0.00786302238702774, 0.019797179847955704, -0.015779869630932808]","[0.005616134963929653, 0.012254906818270683, -0.013514711521565914]","[-0.0033042309805750847, 0.0003521065227687359, -0.003020927309989929]","[-0.0014267417136579752, 0.004213286563754082, -0.010024875402450562]","[-0.0063864365220069885, 0.012821828946471214, -0.003357084235176444]","[-0.014939293265342712, -0.0037446413189172745, 0.006520232651382685]","[0.0038226228207349777, -0.007787375245243311, 0.013315645046532154]","[-0.0009842453291639686, 0.004517301917076111, 0.004301575943827629]","[-0.006650088354945183, 0.00983439851552248, 0.012033231556415558]","[-0.01293430756777525, -0.002055793534964323, 0.018965110182762146]","[0.005929182283580303, -0.006790732033550739, 0.03582664579153061]","[0.00437523378059268, 0.005037499591708183, 0.027957141399383545]","[-0.0015661190263926983, 0.011431558057665825, 0.03219101205468178]","[-0.009251642972230911, 0.0017400425858795643, 0.0379507951438427]"
0,"[-0.02178531512618065, 0.08835525810718536, -0.0031230540480464697]","[-0.02970164828002453, 0.06313075125217438, -0.02124757319688797]","[-0.010960587300360203, 0.035598695278167725, -0.01982257328927517]","[0.006013032048940659, 0.009603383019566536, -0.023364370688796043]","[0.01734367571771145, -0.012364913709461689, -0.017152711749076843]","[-0.017493775114417076, -0.011202553287148476, -0.0056586251594126225]","[-0.012365657836198807, -0.0420910082757473, -0.005467749200761318]","[-0.003924030810594559, -0.06846773624420166, -0.00364784337580204]","[0.0035927891731262207, -0.08799755573272705, -0.01683022826910019]","[-0.004421654157340527, -0.005498412065207958, 0.004973954055458307]","[0.01605788618326187, -0.017248177900910378, -0.011727415025234222]","[0.012134896591305733, 0.004704202525317669, -0.013523743487894535]","[0.004843232687562704, 0.01876543089747429, 0.004297431092709303]","[0.011886874213814735, 0.005289394408464432, 0.004892447963356972]","[0.028451306745409966, 0.0001338515430688858, -0.006012245547026396]","[0.023844288662075996, 0.02054026536643505, -0.009499101899564266]","[0.010726338252425194, 0.033485107123851776, 0.0023604861926287413]","[0.018174123018980026, 0.022052688524127007, 0.005856906995177269]","[0.028841862455010414, 0.013015767559409142, -0.0029672745149582624]","[0.030659299343824387, 0.026361890137195587, -0.009890159592032433]","[0.021037042140960693, 0.03581178933382034, -0.005321221426129341]"
0,"[-0.0522087961435318, 0.014397315680980682, 0.08289428055286407]","[-0.0526263602077961, 0.007232188247144222, 0.03659661114215851]","[-0.030868535861372948, 0.008702294901013374, 0.024667255580425262]","[-0.00012420956045389175, 0.012163881212472916, 0.005915983580052853]","[0.021414868533611298, 0.00896989181637764, 0.0039398991502821445]","[-0.009864936582744122, -0.006134886760264635, -0.015947313979268074]","[0.014367866329848766, -0.01114603877067566, -0.030338602140545845]","[0.03383262827992439, -0.016014158725738525, -0.03145440295338631]","[0.06228897348046303, -0.01918863132596016, -0.03791876137256622]","[4.664592779590748e-05, -0.00033673495636321604, -0.0006068303482607007]","[0.022026535123586655, 0.005231870338320732, -0.006876948289573193]","[0.022165222093462944, 0.004408503882586956, -0.0017725371289998293]","[0.017619038000702858, 0.002919629216194153, 0.0087681720033288]","[0.008756941184401512, 0.008159996010363102, 0.011936052702367306]","[0.022816723212599754, 0.007550959009677172, 0.01649531163275242]","[0.01272507756948471, 0.0162203349173069, 0.030768876895308495]","[0.007795404642820358, 0.015355361625552177, 0.03941265493631363]","[0.004848787561058998, 0.004009592812508345, 0.030915383249521255]","[0.015878383070230484, 0.006285477429628372, 0.031228244304656982]","[0.011668013408780098, 0.014287399128079414, 0.05150969699025154]","[0.01118913758546114, 0.014144068583846092, 0.05714944750070572]"
0,"[-0.005198417231440544, 0.08871536701917648, -0.00691986782476306]","[-0.026042606681585312, 0.05816696211695671, -0.028531473129987717]","[-0.016955342143774033, 0.025347981601953506, -0.036253564059734344]","[-0.0031349416822195053, -0.0012290438171476126, -0.04109274595975876]","[0.013423513621091843, -0.026737762615084648, -0.03219003230333328]","[-0.024608241394162178, -0.016389908269047737, -0.0070107243955135345]","[-0.025087032467126846, -0.043838854879140854, -0.009096682071685791]","[-0.021305274218320847, -0.06476621329784393, -0.012029887177050114]","[-0.0212700255215168, -0.08623902499675751, -0.0339229442179203]","[-0.0044662244617938995, -0.006336756981909275, 0.0065567754209041595]","[0.010691030882298946, -0.017769791185855865, -0.02659592218697071]","[0.003947533201426268, 0.0008642527973279357, -0.042056117206811905]","[-0.004468622151762247, 0.011327416636049747, -0.02926521748304367]","[0.016742143779993057, 0.008382625877857208, 0.00629115616902709]","[0.024577030912041664, 0.0077923862263560295, -0.028545860201120377]","[0.013996538706123829, 0.027412094175815582, -0.03740302100777626]","[0.004693950526416302, 0.03425268456339836, -0.016411688178777695]","[0.026251887902617455, 0.030127234756946564, 0.0013002752093598247]","[0.03079155460000038, 0.024187665432691574, -0.022299975156784058]","[0.02130686305463314, 0.037790149450302124, -0.03730730712413788]","[0.012673119083046913, 0.045375894755125046, -0.02284882217645645]"
